id,name,owner,manual_time,manual_recurrence,auto_recurrence,auto_recurrence_day,created_date,last_run,data_source,data_source_id,data_storage_type,data_storage_id,storage_type,storage_id,file_name,dynamic_name,after_before,workbook_name,wb_sheet_name,wb_start_column,wb_start_row,dist_to,dist_cc,dist_bcc,dist_subject,dist_body,dist_body_template,dist_file_names,sql_source_backup,owner_email,operational,department,run_requested,wb_end_row,wb_end_column,recurrence_hour,last_attempt,no_data_notification,no_data_is_error,tables_populated,dependencies,append,insert_timestamp,sql_database
424,Relations Buckets - Team 05,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-10-29 11:44:29.996000,SQL,https://drive.google.com/open?id=13sFy9hvxh3K9pnOUuHHx4kM5fMy7zLZJ,Google Sheets,https://drive.google.com/open?id=1meZu0zgV6KQrs4tlIBoeuTaLWLYvwX4dbGnpU2BbQqs,,,,,,,Team 05,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Non-Operational,BA/PMO,FALSE,,37,,2018-11-05 13:08:03.090000,True,False,,190,False,False,Data Warehouse
425,Relations Buckets - Team 06,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-10-30 15:54:53.608000,SQL,https://drive.google.com/open?id=154vpux0QFiGUo1JHpdUQ-VBUIl43tv88,Google Sheets,https://drive.google.com/open?id=1M4pbep1-hAgmNz1oUMCS6r6gwO4EFKJi4m86RLmoOGk,,,,,,,Team 06,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Non-Operational,BA/PMO,FALSE,,37,,2018-11-05 13:08:06.214000,True,False,,190,False,False,Data Warehouse
426,Relations Buckets - Team 07,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-10-29 11:44:52.329000,SQL,https://drive.google.com/open?id=1QSUFmOxzpilbqWGei2ZtriuuZw-51D8P,Google Sheets,https://drive.google.com/open?id=1HsKTePHErUmraAW4go_XO-qvbzmg3Adue3jpF3myC3U,,,,,,,Team 07,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Non-Operational,BA/PMO,FALSE,,37,,2018-11-05 13:08:06.889000,True,False,,190,False,False,Data Warehouse
427,Relations Buckets - Team 08,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-10-29 11:46:12.961000,SQL,https://drive.google.com/open?id=1GSBHhfq086En_eCw66xeV633yVhcPmC3,Google Sheets,https://drive.google.com/open?id=1HsKTePHErUmraAW4go_XO-qvbzmg3Adue3jpF3myC3U,,,,,,,Team 08,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Non-Operational,BA/PMO,FALSE,,37,,2018-11-05 13:08:18.879000,True,False,,190,False,False,Data Warehouse
423,Relations Buckets - Team 04,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-10-30 00:19:21.498000,SQL,https://drive.google.com/open?id=1KJgxXX3viLzIgjOU2VFr2-TzjZCaLeF-,Google Sheets,https://drive.google.com/open?id=1meZu0zgV6KQrs4tlIBoeuTaLWLYvwX4dbGnpU2BbQqs,,,,,,,Team 04,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Non-Operational,BA/PMO,FALSE,,37,,2018-11-05 13:08:24.791000,True,False,,190,False,False,Data Warehouse
411,Adherence Loader,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 13:25:22.322000,SQL Command,https://drive.google.com/open?id=1LEtpFaK236KnO1kI24n-DvO9s80EIFlv,,,,,,,,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:25:08.888000,,,T_HIST_ADHERENCE,263,False,False,Data Warehouse
564,Shrink - Loader,Gavin,1,Weekly,Weekly,Monday,2018-09-24 00:00:00,2018-11-12 13:25:19.260000,SQL Command,https://drive.google.com/open?id=1cyiTZxYzFxFrkHS3vzoYV1EBc6xmbvx4,,,,,,%y-%m-%d,Before,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:25:08.843000,,,T_HIST_SHRINK,263,False,False,Data Warehouse
263,Webstation Reporting,JD,40,Daily,Daily,,2018-03-14 00:00:00,2018-11-12 13:24:30.195000,Python,Webstation Crawler,,,project,,webstation_crawler.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,1,2018-11-12 13:22:16.366000,,,"T_WS_ACTIVITY_ACTUALS, T_WS_ACTIVITY_SCHEDULED",,False,False,
574,Pay Tier Dashboard - Data - Central Scheduling,Landon,1,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 13:41:24.806000,SQL,https://drive.google.com/open?id=1KLMP_TOFdGPSzHOAWBFu12g7hlBUwcOc,Google Sheets,https://drive.google.com/open?id=1fTgQ0RJKbvn1aPkVJebCf2p88JOoxWnuwf0uS2hVXgU,,,,,,,Data - Central Scheduling,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.670000,True,False,,411,False,False,Data Warehouse
575,Pay Tier Dashboard - Data - Customer Service,Landon,1,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 13:25:36.153000,SQL,https://drive.google.com/open?id=1MiySiiT9Q79n4lq1vE7WNm-p3JG7lyRR,Google Sheets,https://drive.google.com/open?id=1fTgQ0RJKbvn1aPkVJebCf2p88JOoxWnuwf0uS2hVXgU,,,,,,,Data - Customer Service,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:25:09.431000,True,False,,"9, 263",False,False,Data Warehouse
576,Pay Tier Dashboard - Data - Customer Relations,Landon,1,Daily,Daily,,2018-09-27 00:00:00,2018-11-12 13:41:18.355000,SQL,https://drive.google.com/open?id=1H8K9xNdh3Ufd58pS3D9D6hOf77YacfOD,Google Sheets,https://drive.google.com/open?id=1fTgQ0RJKbvn1aPkVJebCf2p88JOoxWnuwf0uS2hVXgU,,,,,,,Data - Customer Relations,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.716000,True,False,,411,False,False,Data Warehouse
413,Email Admin - Day Stats,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 13:25:19.817000,SQL,https://drive.google.com/open?id=1kuw7PwgebjsCqTuHiMqpPQOiPNc1-YlY,Google Sheets,https://drive.google.com/open?id=1HIV6BfzmGwVxQS8-3_ZtZDrbsUPLJ93hrmdlQkP-Rjc,,,,,,,Daily Raw Data,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:25:09.737000,True,False,,263,False,False,Data Warehouse
414,Adherence - Normal Daily,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 13:41:15.614000,SQL,https://drive.google.com/open?id=15j4SX3teseb9ewfy-6ZdUA95fsDKo_9h,Excel,https://drive.google.com/open?id=1S6RLD_JtY6D4nLQ7xiHEJVaeYojZtKI2,Google Drive,https://drive.google.com/open?id=1IJVglNliaBjvHNKBeO2cwRAWlkwV3bQQ,WFM Adherence Data,%y.%m.%d,After,,Normal Adherence Numbers,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.920000,True,False,,411,False,False,Data Warehouse
415,Adherence - Occ Daily,Gavin,1,Daily,Daily,,2018-08-21 00:00:00,2018-11-12 13:41:15.131000,SQL,https://drive.google.com/open?id=1KXH1qIPjeyv7he2LaRG7KbiWDd6eFfwA,Excel,https://drive.google.com/open?id=1S6RLD_JtY6D4nLQ7xiHEJVaeYojZtKI2,Google Drive,https://drive.google.com/open?id=1IJVglNliaBjvHNKBeO2cwRAWlkwV3bQQ,WFM Adherence Data,%y.%m.%d,After,,Normal Occurrences,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.713000,True,False,,411,False,False,Data Warehouse
416,Adherence - Normal Weekly,Gavin,1,Weekly,Weekly,Monday,2018-08-21 00:00:00,2018-11-12 13:41:12.624000,SQL,https://drive.google.com/open?id=1jnS9TTHwGYlH_kO6u6yrM-cgl3O2F-tc,Excel,https://drive.google.com/open?id=1v7Ik9B_8s8kI6_y59zZ5ivWmMvgYtHj1,Google Drive,https://drive.google.com/open?id=1NvB20JNip04hTla3Qv_wotr_490nuocv,WFM Adherence Weekly ,%y.%m.%d,After,,Normal Adherence Weekly,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.716000,True,False,,411,False,False,Data Warehouse
419,Adherence - Normal Week 3,Gavin,1,Weekly,Weekly,Monday,2018-08-21 00:00:00,2018-11-12 13:42:01.512000,SQL,https://drive.google.com/open?id=1pIerzxHzXM1LjrDKbKq3I6tk5tpgyu-Q,Excel,https://drive.google.com/open?id=1v7Ik9B_8s8kI6_y59zZ5ivWmMvgYtHj1,Google Drive,https://drive.google.com/open?id=1NvB20JNip04hTla3Qv_wotr_490nuocv,WFM Adherence Weekly ,%y.%m.%d,After,,Normal Week 3 Adherence,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:54.014000,True,False,,418,False,False,Data Warehouse
417,Adherence - Normal Occ Weekly,Gavin,1,Weekly,Weekly,Monday,2018-08-21 00:00:00,2018-11-12 13:41:37.899000,SQL,https://drive.google.com/open?id=1K492Kd16mLFYw10h37rTxudoOlf3Ka4h,Excel,https://drive.google.com/open?id=1v7Ik9B_8s8kI6_y59zZ5ivWmMvgYtHj1,Google Drive,https://drive.google.com/open?id=1NvB20JNip04hTla3Qv_wotr_490nuocv,WFM Adherence Weekly ,%y.%m.%d,After,,Normal Occurrences,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:28.274000,True,False,,416,False,False,Data Warehouse
418,Adherence - Normal Weekly Totals,Gavin,1,Weekly,Weekly,Monday,2018-08-21 00:00:00,2018-11-12 13:41:50.524000,SQL,https://drive.google.com/open?id=1BmhL33fOySUgWn7Ox7RoNmV_8rESO1d3,Excel,https://drive.google.com/open?id=1v7Ik9B_8s8kI6_y59zZ5ivWmMvgYtHj1,Google Drive,https://drive.google.com/open?id=1NvB20JNip04hTla3Qv_wotr_490nuocv,WFM Adherence Weekly ,%y.%m.%d,After,,Normal Weekly Totals,1,2,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:41.638000,True,False,,417,False,False,Data Warehouse
565,Shrink - Upload Ready Data,Gavin,1,Weekly,Weekly,Monday,2018-09-24 00:00:00,2018-11-12 13:41:18.925000,SQL,https://drive.google.com/open?id=1yoAvLoloOUc_AcjDOqfeJwnJweBZywck,CSV,,Google Drive,https://drive.google.com/open?id=1hMl-mNf5etb7c3t1bK_JvREYAMA5Fbli,Shrink Data ,%y-%m-%d,Before,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:41:01.757000,True,False,,564,False,False,Data Warehouse
665,Customer Service Scorecard - Agent Data,Landon,1,Daily,Daily,,2018-10-04 00:00:00,2018-11-12 13:25:26.694000,SQL,https://drive.google.com/open?id=1O2_V7YLx8bS1_nhnAJmbNO2vIX7hwUHP,Google Sheets,https://drive.google.com/open?id=1SudfZRsEOq9gW2ELupzWJrgXw_lOrSiXfajOPpF9nzw,,,,,,,Agent Data,1,2,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 13:25:09.823000,True,False,,263,False,False,Data Warehouse
325,ENPS Surveys,JD,1,Daily,Monthly,Monday,2018-07-10 11:08:40,2018-11-01 00:03:14.486000,Python,ENPS - v1,,,project,,nps_data_creator.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-01 00:01:21.889000,,,"T_ENPS_ONBOARDING, T_ENPS_EXIT, T_ENPS_SURVEY_RESPONSE, T_ENPS_WORD_CLOUD_DATA",,False,False,
357,SREC_productivity-tracker,JD,1,Daily,Daily,,2018-07-13 15:59:00,2018-11-12 07:42:33.108000,Python,,,,script,,productivity_tracker.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.274000,,,"T_SREC_ACTIVITY_BASE_TIMES, T_SREC_ERROR_TRACKER, T_SREC_PROJECT_TIMES",,False,False,
516,Incontact Occupancy,JD,5,Daily,Daily,,2018-09-17 00:00:00,2018-11-12 07:42:23.781000,Python,Occupancy,,,project,,occupancy.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.057000,,,T_IC_OCCUPANCY,,False,False,
329,InContact Reporting - Agent State Log | Skill Summary,JD,45,Daily,Daily,,2018-07-11 13:56:24,2018-11-12 07:42:09.483000,Python,InContactDataDownload,,,project,,ic_reports.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.178000,,,"T_IC_AGENT_STATE_LOG, T_IC_SLA_HIST",,False,False,
190,Relation Notes Retriever,Gavin,20,Daily,Daily,,2018-05-04 00:00:00,2018-11-12 07:44:35.868000,Python,,,,script,,gsheet_reader.py,,,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:45.910000,,,"T_REL_FUND_NOTES, T_REL_NOTES",,False,False,
650,Incontact Transfers,JD,5,Daily,Daily,,2018-10-02 00:00:00,2018-11-12 07:42:32.071000,Python,Transfers,,,project,,transfers.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.106000,,,T_IC_TRANSFERS,,False,False,
220,Lease Dimension Notes,JD,120,Daily,Daily,,2018-05-16 00:00:00,2018-11-12 07:43:34.126000,Python,LeaseDimensionsFTP,,,project,,ftp_connector.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.217000,,,T_LEASE_DIMENSION,,False,False,
656,CDR Hierarchy Table Creator,Gavin,1,Daily,Daily,,2018-10-04 00:00:00,2018-11-12 07:42:31.438000,SQL Command,https://drive.google.com/open?id=1siDXN90p8v9WaIC2Ozs0op4m_QwQ8inA,,,,,,,,,,,,,,,,,,,,gavin.woolf1@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:41:46.806000,True,False,T_IC_CDR_ROOT,,False,False,Data Warehouse
10,DA Evaluations - 8am,JD,120,Weekly,Daily,,2018-01-12 00:00:00,2018-11-12 08:22:58.703000,Python,DA_Data_Reader,,,project,,formstack_processor.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,8,2018-11-12 08:05:21.817000,,,"T_FS_QA_INFO, T_FS_QUESTION_RESULTS, T_FS_ESC_INFO, T_FS_ESC_QUESTION_RESULTS",,False,False,
7,Telogis Data Automation,JD,30,Daily,Daily,,2018-01-12 00:00:00,2018-11-12 10:14:36.206000,Python,,,,script,,telogis_data_automation.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,10,2018-11-12 10:00:33.369000,,,T_WO_TELOGIS,,False,False,
9,NPS Data Generator,JD,120,Daily,Daily,,2018-01-12 00:00:00,2018-11-12 07:45:44.488000,Python,NPS - v3,,,project,,nps_data_creator.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:42:23.639000,,,"T_NPS_SURVEY_RESPONSE, T_NPS_WORD_CLOUD_DATA",,False,False,
688,DA Evaluations - 1pm,JD,120,Weekly,Daily,,2018-01-12 00:00:00,2018-11-12 13:40:55.347000,Python,DA_Data_Reader,,,project,,formstack_processor.py,,,,,,,,,,,,,,,jonathan.lauret@vivintsolar.com,Operational,BA/PMO,FALSE,,,13,2018-11-12 13:25:09.893000,,,"T_FS_QA_INFO, T_FS_QUESTION_RESULTS, T_FS_ESC_INFO, T_FS_ESC_QUESTION_RESULTS",10,False,False,
763,Service - Agents,Mack,5,Daily,Daily,,2018-10-26 12:06:49.405000,2018-11-12 07:43:08.579000,SQL,1CBxQpmzFnCj3O9fIrolGpWWhdVjysNZa,Google Sheets,13O2JXmPvLvgEBgKTrAAkAOhJwpOLHpntDwTDMpfR6IA,,,,,,,teamMembers,1,2,,,,,,,,,mackenzie.damavandi@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:42:50.273000,True,True,,,False,False,Data Warehouse
511,CS-New-NF-Cases,Grace,1,Daily,Daily,,2018-09-11 00:00:00,2018-11-12 07:43:12.070000,SQL,https://drive.google.com/file/d/1jMurZtZgQdc4RWaL4UmcfMLgkaOMghoE/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1R1FY3mzK46yOxfaV1nHT0NfytXHAdUppNsP2G_cpB8M/edit?usp=sharing,,,,,,,New NF Cases,1,2,,,,,,,,,grace.kim@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:42:50.242000,True,False,,,False,False,Data Warehouse
512,CS-reopened-case_audits,Grace,1,Daily,Daily,,2018-09-11 00:00:00,2018-11-12 07:43:07.202000,SQL,https://drive.google.com/file/d/161Z5_mf2CTRpS6BI9nMuKBgE3pPB2VyS/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1R1FY3mzK46yOxfaV1nHT0NfytXHAdUppNsP2G_cpB8M/edit?usp=sharing,,,,,,,Reopened NF Cases,1,2,,,,,,,,,grace.kim@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:42:50.993000,True,False,,,False,False,Data Warehouse
513,CS New-NF-already-opened,Grace,1,Daily,Daily,,2018-09-11 00:00:00,2018-11-12 07:43:10.235000,SQL,https://drive.google.com/file/d/1LWgujllll-wIKcvcw-qAUvCvf9XJpCwi/view?usp=sharing,Google Sheets,https://docs.google.com/spreadsheets/d/1R1FY3mzK46yOxfaV1nHT0NfytXHAdUppNsP2G_cpB8M/edit?usp=sharing,,,,,,,New NF Cases with One Already Opened,1,2,,,,,,,,,grace.kim@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:01.928000,True,False,,,False,False,Data Warehouse
517,NPS - Customer Service,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:25.009000,SQL,https://drive.google.com/open?id=1aeTK4goWw2vPsADRb6w6PGl21Eh0qMAR,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2WEozUG45WnpJLUU,- Customer Service NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:15.467000,False,False,,,False,False,Data Warehouse
518,NPS - Executive Resolutions,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:33.973000,SQL,https://drive.google.com/open?id=10WXIPtAyFw95g0ghodhifYFAGyzfQANM,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2OTJVdUVwZWNrUWM,- Executive Resolutions NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:16.449000,False,False,,,False,False,Data Warehouse
519,NPS - Install Complete,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:32.120000,SQL,https://drive.google.com/open?id=1yDwhjxtLdOR8CStSMOF6Mu2INcUjcnih,CSV,,Google Drive,https://drive.google.com/open?id=1GD9ISw0XJvmCvIWQLxLEAKVfd2dIiAsq,- Install NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:17.203000,False,False,,,False,False,Data Warehouse
520,NPS - Intro Call,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:29.226000,SQL,https://drive.google.com/open?id=1QNvYRYSUv3MUzjK2c3-m9UFxhB3kUx6E,CSV,,Google Drive,https://drive.google.com/open?id=0Bwe65frhiTU2UjF5N3NaSzFsTG8,- Intro Call NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:17.184000,False,False,,,False,False,Data Warehouse
521,NPS - PTO +45,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:41.325000,SQL,https://drive.google.com/open?id=1WuTbBNDBdred8rfVfXrrrQTBeXWqzvXS,CSV,,Google Drive,https://drive.google.com/open?id=1l8-BWtN0xntbT-KCcEkIqu4msDOXh34E,- PTO + 45 NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:28.269000,False,False,,,False,False,Data Warehouse
522,NPS - PTO,Landon,1,Daily,Daily,,2018-09-18 00:00:00,2018-11-12 07:43:46.357000,SQL,https://drive.google.com/open?id=1CMoAxcsvfAM6eWxGS2_mv07QiF-qRT1S,CSV,,Google Drive,https://drive.google.com/open?id=1W7vpLLtQtIn-DjU2f1CIqcjxZJRKJ3iL,- PTO NPS,%y-%m-%d,Before,,,,,,,,,,,,,landon.ostraff@vivintsolar.com,Operational,BA/PMO,FALSE,,,,2018-11-12 07:43:35.845000,False,False,,,False,False,Data Warehouse
